Price_ID,Product_ID,Vendor_ID,Currency,Unit_Price,Effective_From,Effective_To,Price_Status
PR4432,P2240,V3090,INR,10541.21,2026-05-09,,Expired
PR4433,P9999,V3255,INR,7738.48,2026-02-25,,Active
PR4434,P2081,V3092,INR,10688.34,2026-03-11,,Expired
PR4435,P2013,V3155,INR,6459.62,2026-02-25,,Active
PR4436,P2390,V3307,INR,3381.69,2026-02-23,,Active
PR4437,P2442,V3115,INR,10569.91,2026-05-19,,Active
PR4438,P2357,V3207,INR,6532.06,2026-01-03,,Active
PR4439,P2128,V3081,INR,10880.69,2026-04-05,,Active
PR4440,P2304,V3103,INR,554,2026-01-28,,Active
PR4441,P2416,V3080,INR,4815.38,2026-04-21,,Active
PR4442,P2011,V3103,INR,11377.57,2026-04-17,,Active
PR4443,P2081,V3240,INR,3052.08,2026-04-30,,Active
PR4444,P2261,V3265,INR,11302.82,2026-05-13,,Active
PR4445,P2006,V3033,INR,11450.29,2026-05-04,,Expired
PR4446,P2458,V3035,INR,10594.55,2026-03-31,,Expired
PR4447,P2373,V3249,INR,6796.74,2026-01-16,,Active
PR4448,P2481,V3050,INR,7789.75,2026-01-31,,Active
PR4449,P2222,V3280,INR,10445.18,2026-01-28,,Active
PR4450,P2405,V3242,INR,9327.57,2026-05-15,,Active
PR4451,P2298,V3152,INR,7588.87,2026-08-18,,Active
PR4452,P2081,V3147,INR,11788.44,2026-05-17,,Active
PR4453,P2411,V3039,INR,8251.69,2026-02-08,,Expired
PR4454,P2003,V3189,INR,11707.62,2026-08-15,,Active
PR4455,P2060,V3025,INR,759.36,2026-06-20,,Expired
PR4456,P2221,V3244,INR,1732.1,2026-01-27,,Active
PR4457,P2450,V3223,INR,5458.65,2026-03-17,,Active
PR4458,P2349,V3230,INR,4664.69,2026-04-27,,Active
PR4459,P2049,V3153,INR,9409.11,2026-03-30,,Active
PR4460,P2228,V3288,INR,1990.32,2026-04-17,,Active
PR4461,P2290,V3108,INR,11714.94,2026-08-09,,Active
PR4462,P2293,V3033,INR,3832.16,2026-08-11,,Active
PR4463,P2298,V3111,INR,5189.92,2026-05-02,,Expired
PR4464,P2193,V3121,INR,3351.33,2026-05-06,,Expired
PR4465,P2444,V3016,INR,6983.91,2026-04-08,,Active
PR4466,P2474,V3227,INR,774.15,2026-02-02,,Active
PR4467,P2257,V3011,INR,1859.9,2026-04-01,,Active
PR4468,P2443,V3203,INR,8968.64,2026-07-03,,Active
PR4469,P2388,V3202,INR,2299.02,2026-04-30,,Active
PR4470,P2103,V3098,INR,2883.51,2026-01-02,,Active
PR4471,P2398,V3116,INR,9531.31,2026-05-22,,Active
PR4472,P2366,V3281,INR,1187.62,2026-01-13,,Active
PR4473,P2146,V3349,INR,5291.88,2026-01-24,,Active
PR4474,P2290,V3232,INR,350.03,2026-03-10,,Expired
PR4475,P2257,V3111,INR,4210.68,2026-02-03,,Active
PR4476,P2309,V3012,INR,8410.35,2026-03-28,,Active
PR4477,P2278,V3021,INR,1149.48,2026-01-19,,Active
PR4478,P2464,V3127,INR,10668.39,2026-01-30,,Active
PR4479,P2189,V3285,INR,10920.78,2026-02-18,,Active
PR4480,P2406,V3121,INR,1327.01,2026-06-20,,Active
PR4481,P2178,V3124,INR,11889.48,2026-05-24,,Active
PR4482,P2016,V3033,INR,3623.04,2026-06-29,,Active
PR4483,P2412,V3170,INR,1077.91,2026-04-24,,Active
PR4484,P2476,V3077,INR,135.43,2026-04-26,,Active
PR4485,P2375,V3297,INR,4946.64,2026-08-20,,Active
PR4486,P2086,V3330,INR,7585.48,2026-08-14,,Active
PR4487,P2248,V3063,INR,4036.24,2026-06-26,,Active
PR4488,P2454,V3270,INR,10052.85,2026-05-19,,Active
PR4489,P2217,V3216,INR,8620.53,2026-03-19,,Active
PR4490,P2042,V3190,INR,4250.68,2026-08-28,,Active
PR4491,P2194,V3075,INR,8831.64,2026-06-24,,Active
PR4492,P2327,V3174,INR,11290.32,2026-07-26,,Active
PR4493,P2373,V3067,INR,1185.17,2026-02-04,,Active
PR4494,P2465,V3093,INR,3725.29,2026-03-12,,Active
PR4495,P2163,V3053,INR,5600.16,2026-06-06,,Active
PR4496,P2276,V3094,INR,6013.53,2026-04-18,,Active
PR4497,P2364,V3113,INR,6540.68,2026-02-23,,Active
PR4498,P2130,V3229,INR,3659.98,2026-08-02,,Active
PR4499,P2263,V3250,INR,8032.07,2026-01-23,,Expired
PR4500,P2480,V3209,INR,7767.63,2026-06-01,,Active
PR4501,P2177,V3182,INR,6965.52,2026-08-15,,Expired
PR4502,P2467,V3267,INR,1431.61,2026-01-10,,Active
PR4503,P2460,V3281,INR,5762.84,2026-03-02,,Expired
PR4504,P2265,V3155,INR,4323.01,2026-05-16,,Active
PR4505,P2027,V3083,INR,5930.63,2026-02-17,,Active
PR4506,P2462,V3186,INR,11068.26,2026-04-22,,Expired
PR4507,P2386,V3349,INR,5805.34,2026-07-23,,Active
PR4508,P2085,V3139,INR,241.72,2026-08-09,,Active
PR4509,P2196,V3055,INR,5308.13,2026-05-06,,Expired
PR4510,P2316,V3019,INR,9861.23,2026-06-06,,Expired
PR4511,P2243,V3348,INR,-9377.23,2026-03-28,,Active
PR4512,P2469,V3346,INR,6197.18,2026-01-26,,Active
PR4513,P2368,V3267,INR,3053.5,2026-06-14,,Expired
PR4514,P2342,V3142,INR,5621.18,2026-08-12,,Active
PR4515,P2177,V3316,INR,6797.15,2026-02-21,,Active
PR4516,P2130,V3164,INR,11998.47,2026-06-15,,Active
PR4517,P2145,V3252,INR,7756.82,2026-01-06,,Active
PR4518,P2083,V3232,INR,8354.11,2026-01-08,,Expired
PR4519,P2360,V3297,INR,5935.59,2026-01-17,,Active
PR4520,P2088,V3060,INR,4302.29,2026-03-17,,Active
PR4521,P2020,V3022,INR,9769.46,2026-07-09,,Active
PR4522,P2230,V3126,INR,5977.07,2026-08-02,,Active
PR4523,P2460,V3103,INR,11936.68,2026-07-25,,Active
PR4524,P2473,V3221,INR,5526.16,2026-02-03,,Active
PR4525,P2126,V3110,INR,885.9,2026-05-27,,Active
PR4526,P2471,V3058,INR,8214.74,2026-03-11,,Active
PR4527,P2498,V3065,INR,631.2,2026-03-23,,Expired
PR4528,P2354,V3058,INR,3062.23,2026-08-16,,Expired
PR4529,P2416,V3158,INR,4293.33,2026-04-28,,Active
PR4530,P2051,V3076,INR,8893.34,2026-06-14,,Active
PR4531,P2088,V3019,INR,5968.76,2026-02-07,,Active
PR4532,P2170,V3190,INR,416.6,2026-05-23,,Expired
PR4533,P2063,V3250,INR,7430.93,2026-04-12,,Active
PR4534,P2089,V3079,INR,4981.38,2026-02-09,,Active
PR4535,P2189,V3084,INR,11067.88,2026-05-17,,Active
PR4536,P2190,V3172,INR,6032.28,2026-02-22,,Active
PR4537,P2387,V3212,INR,8529.53,2026-07-17,,Expired
PR4538,P2089,V3149,INR,2685.01,2026-04-28,,Active
PR4539,P2348,V3010,INR,9149.61,2026-03-07,,Active
PR4540,P2332,V3030,INR,8672.39,2026-03-21,,Active
PR4541,P2026,V3280,INR,10856.17,2026-02-21,,Active
PR4542,P2176,V3055,INR,478.32,2026-05-09,,Active
PR4543,P2364,V3127,INR,5411.45,2026-06-07,,Active
PR4544,P2264,V3180,INR,8173.93,2026-05-04,,Active
PR4545,P2389,V3232,INR,1209.83,2026-04-22,,Active
PR4546,P2395,V3093,INR,4971.45,2026-08-13,,Expired
PR4547,P2042,V3008,INR,11310.1,2026-01-01,,Active
PR4548,P2483,V3247,INR,5273.52,2026-06-16,,Active
PR4549,P2475,V3331,INR,11825.95,2026-01-16,,Expired
PR4550,P2119,V3196,INR,752.81,2026-05-25,,Active
PR4551,P2169,V3163,INR,8635.12,2026-04-22,,Active
PR4552,P2108,V3040,INR,7003.62,2026-04-22,,Expired
PR4553,P2486,V3254,INR,6043.94,2026-04-12,,Expired
PR4554,P2147,V3085,INR,11652.36,2026-03-23,,Active
PR4555,P2176,V3272,INR,1621.08,2026-05-30,,Active
PR4556,P2437,V3078,INR,10759.79,2026-08-02,,Active
PR4557,P2439,V3213,INR,8318.04,2026-04-09,,Active
PR4558,P2376,V3304,INR,3163.53,2026-06-08,,Active
PR4559,P2189,V3255,INR,10827.4,2026-02-09,,Expired
PR4560,P2160,V3091,INR,5194.34,2026-06-04,,Expired
PR4561,P2302,V3193,INR,9784.66,2026-02-05,,Active
PR4562,P2348,V3253,INR,4711.88,2026-05-05,,Active
PR4563,P2420,V3278,INR,10222.35,2026-01-04,,Active
PR4564,P2402,V3143,INR,7666.8,2026-04-28,,Active
PR4565,P2074,V3244,INR,1756.98,2026-07-16,,Active
PR4566,P2352,V3212,INR,7822.23,2026-01-25,,Expired
PR4567,P9999,V3195,INR,2356.79,2026-04-05,,Active
PR4568,P2140,V3270,INR,4987.18,2026-03-19,,Active
PR4569,P2115,V3329,INR,2105.77,2026-06-07,,Active
PR4570,P2328,V3019,INR,337.54,2026-06-24,,Active
PR4571,P2225,V3040,INR,2601.75,2026-01-12,,Active
PR4572,P2046,V3098,INR,6471.24,2026-01-27,,Expired
PR4573,P2439,V3004,INR,5817.61,2026-06-22,,Expired
PR4574,P2038,V3033,INR,6055.35,2026-08-04,,Active
PR4575,P2206,V3299,INR,3028.67,2026-03-04,,Active
PR4576,P2386,V3165,INR,8245.55,2026-02-24,,Expired
PR4577,P2009,V3027,INR,8473.34,2026-06-07,,Active
PR4578,P2253,V3173,INR,4343.77,2026-03-23,,Active
PR4579,P2108,V3337,INR,10582.95,2026-01-14,,Active
PR4580,P2389,V3113,INR,7754.98,2026-02-25,,Active
PR4581,P2098,V3095,INR,8577.99,2026-05-27,,Expired
PR4582,P2275,V3319,INR,3382.28,2026-03-27,,Active
PR4583,P2071,V3233,INR,82.29,2026-01-26,,Active
PR4584,P2039,V3134,INR,10394.6,2026-07-18,,Expired
PR4585,P2298,V3124,INR,9882.41,2026-04-02,,Expired
PR4586,P2401,V3323,INR,1544.06,2026-06-15,,Active
PR4587,P2447,V3116,INR,4536.2,2026-07-16,,Active
PR4588,P2090,V3013,INR,7961.47,2026-02-05,,Active
PR4589,P2430,V3320,INR,7851.42,2026-05-26,,Active
PR4590,P2219,V3165,INR,10334.68,2026-07-04,,Active
PR4591,P9999,V3208,INR,1747.7,2026-03-19,,Active
PR4592,P2476,V3085,INR,5202.03,2026-04-22,,Expired
PR4593,P2404,V3248,INR,1234.4,2026-01-23,,Expired
PR4594,P2454,V3056,INR,4720.92,2026-04-29,,Expired
PR4595,P2392,V3172,INR,255.16,2026-04-26,,Expired
PR4596,P2096,V3141,INR,10786.91,2026-05-22,,Expired
PR4597,P2403,V3132,INR,6360,2026-08-12,,Active
PR4598,P2032,V3201,INR,10208.89,2026-07-16,,Active
PR4599,P2126,V3289,INR,789.36,2026-01-22,,Active
PR4600,P2147,V3309,INR,2787.44,2026-01-28,,Active
PR4601,P2280,V3345,INR,3168.11,2026-02-12,,Active
PR4602,P2024,V3179,INR,4686.3,2026-03-17,,Expired
PR4603,P2440,V3029,INR,9649.18,2026-01-18,,Expired
PR4604,P9999,V3307,INR,4684.7,2026-04-10,,Expired
PR4605,P2120,V3306,INR,2515.49,2026-08-11,,Active
PR4606,P2274,V3036,INR,850.01,2026-07-24,,Active
PR4607,P2140,V3109,INR,1022.94,2026-07-31,,Active
PR4608,P2297,V3316,INR,9138.56,2026-05-04,,Active
PR4609,P2343,V3146,INR,5379.28,2026-04-19,,Active
PR4610,P2432,V3276,INR,8734.71,2026-02-05,,Active
PR4611,P2082,V3146,INR,8211.27,2026-05-05,,Active
PR4612,P2448,V3168,INR,1689.2,2026-01-07,,Active
PR4613,P2400,V3257,INR,1778.94,2026-01-23,,Active
PR4614,P2208,V3275,INR,9082.45,2026-06-11,,Active
PR4615,P2484,V3087,INR,8676.12,2026-04-27,,Expired
PR4616,P2407,V3154,INR,4583.02,2026-04-24,,Active
PR4617,P2470,V3285,INR,998.26,2026-04-06,,Expired
PR4618,P2423,V3315,INR,219.27,2026-01-21,,Active
PR4619,P2033,V3319,INR,3511.27,2026-03-11,,Expired
PR4620,P2024,V3098,INR,184.98,2026-07-27,,Active
PR4621,P2061,V3211,INR,-2818.62,2026-08-15,,Expired
PR4622,P2311,V3048,INR,5077.55,2026-06-24,,Active
PR4623,P2189,V9999,INR,1522.88,2026-02-22,,Expired
PR4624,P2084,V3274,INR,1318.51,2026-03-25,,Active
PR4625,P2225,V3194,INR,10765.02,2026-04-16,,Expired
PR4626,P2479,V3252,INR,7056.73,2026-02-10,,Active
PR4627,P2168,V3283,INR,11218.38,2026-07-22,,Active
PR4628,P2186,V3262,INR,4198.98,2026-06-09,,Active
PR4629,P2375,V3262,INR,8149.95,2026-05-08,,Active
PR4630,P2072,V3031,INR,2515.95,2026-05-22,,Expired
PR4631,P2074,V3105,INR,7448.71,2026-03-29,,Active
PR4632,P2385,V3350,INR,1620.31,2026-08-24,,Expired
PR4633,P2341,V3312,INR,99.81,2026-04-13,,Active
PR4634,P2153,V3169,INR,11183.52,2026-04-17,,Active
PR4635,P2096,V3236,INR,6692.12,2026-08-11,,Active
PR4636,P2053,V3274,INR,11128.77,2026-01-17,,Expired
PR4637,P2445,V3343,INR,4055.94,2026-01-25,,Active
PR4638,P2174,V3230,INR,3983.85,2026-03-05,,Active
PR4639,P2110,V3023,INR,4852.81,2026-07-20,,Active
PR4640,P2458,V3164,INR,8494.54,2026-03-27,,Active
PR4641,P2316,V3281,INR,6822.27,2026-04-29,,Active
PR4642,P2051,V3007,INR,11109.86,2026-08-25,,Expired
PR4643,P2377,V3210,INR,378.38,2026-06-25,,Active
PR4644,P2253,V3253,INR,8520.24,2026-02-04,,Active
PR4645,P2496,V3133,INR,4014.16,2026-02-06,,Expired
PR4646,P2073,V3274,INR,2224.29,2026-02-24,,Expired
PR4647,P2212,V3106,INR,6161.47,2026-05-25,,Active
PR4648,P2432,V3232,INR,6097.89,2026-06-05,,Active
PR4649,P2212,V3033,INR,1708.86,2026-05-09,,Expired
PR4650,P2251,V3079,INR,2482.61,2026-02-22,,Expired
PR4651,P2168,V3035,INR,4942.36,2026-03-14,,Active
PR4652,P2263,V3110,INR,4950.08,2026-07-02,,Expired
PR4653,P2331,V3321,INR,3861.88,2026-04-23,,Expired
PR4654,P2469,V3063,INR,1846.4,2026-07-08,,Active
PR4655,P2230,V3328,INR,127.16,2026-01-13,,Active
PR4656,P2239,V3297,INR,11645.05,2026-02-16,,Active
PR4657,P2275,V3178,INR,11326.23,2026-07-11,,Active
PR4658,P2494,V3232,INR,5842.53,2026-06-09,,Active
PR4659,P2143,V3104,INR,11940.99,2026-01-28,,Expired
PR4660,P2070,V3294,INR,8108.33,2026-02-22,,Active
PR4661,P2445,V9999,INR,896.13,2026-01-31,,Active
PR4662,P2312,V3194,INR,1478.79,2026-01-08,,Active
PR4663,P2394,V3174,INR,10999.62,2026-03-13,,Active
PR4664,P2174,V3102,INR,7588.37,2026-05-04,,Expired
PR4665,P2336,V3324,INR,10129.96,2026-04-08,,Active
PR4666,P2109,V3293,INR,10786.87,2026-03-28,,Active
PR4667,P2203,V3085,INR,5416.71,2026-03-15,,Active
PR4668,P2185,V3201,INR,653.67,2026-04-11,,Active
PR4669,P2291,V3173,INR,2320.24,2026-08-28,,Active
PR4670,P2328,V3029,INR,868.87,2026-01-25,,Active
PR4671,P2092,V3297,INR,2325.72,2026-04-25,,Active
PR4672,P2259,V3056,INR,4970.61,2026-02-02,,Active
PR4673,P2322,V3016,INR,1484.5,2026-08-25,,Expired
PR4674,P2437,V3140,INR,2063.29,2026-07-15,,Active
PR4675,P2206,V3066,INR,5391.42,2026-05-15,,Active
PR4676,P2052,V3147,INR,4131.54,2026-04-07,,Active
PR4677,P2349,V3158,INR,5651.82,2026-07-13,,Active
PR4678,P2181,V3069,INR,5192.88,2026-04-22,,Active
PR4679,P2438,V3023,INR,7760.4,2026-06-23,,Active
PR4680,P2303,V3190,INR,11250.99,2026-04-06,,Active
PR4681,P2003,V3248,INR,1361.28,2026-01-05,,Active
PR4682,P2449,V3309,INR,1258.68,2026-05-01,,Active
PR4683,P2399,V3145,INR,10244.71,2026-04-20,,Active
PR4684,P2084,V3305,INR,6113.78,2026-01-17,,Expired
PR4685,P2214,V3177,INR,9214.38,2026-03-17,,Active
PR4686,P2034,V3195,INR,2643.91,2026-02-21,,Expired
PR4687,P2050,V3013,INR,9959.19,2026-05-20,,Expired
PR4688,P2289,V3166,INR,11091.87,2026-03-03,,Active
PR4689,P2329,V3150,INR,7653.13,2026-06-12,,Active
PR4690,P2259,V3341,INR,1337.61,2026-07-09,,Active
PR4691,P2258,V3045,INR,10751.39,2026-01-21,,Active
PR4692,P2388,V3174,INR,9525.42,2026-03-26,,Active
PR4693,P2272,V3167,INR,-9029.22,2026-07-13,,Expired
PR4694,P2182,V3197,INR,512.98,2026-06-30,,Expired
PR4695,P2033,V3206,INR,9602.63,2026-01-21,,Active
PR4696,P2265,V3082,INR,1720.07,2026-05-23,,Active
PR4697,P2313,V3068,INR,2726.96,2026-07-22,,Active
PR4698,P2040,V3097,INR,6957.33,2026-07-21,,Active
PR4699,P2486,V3167,INR,3234.9,2026-07-29,,Active
PR4700,P2308,V3077,INR,7961.58,2026-05-31,,Expired
PR4701,P2210,V3237,INR,7326.24,2026-05-08,,Active
PR4702,P2272,V3196,INR,1364.68,2026-06-08,,Active
PR4703,P2136,V3291,INR,7897.97,2026-02-23,,Expired
PR4704,P2087,V3136,INR,11093.16,2026-07-02,,Active
PR4705,P2060,V3308,INR,1996.24,2026-01-26,,Active
PR4706,P2164,V3296,INR,7194.96,2026-02-22,,Active
PR4707,P2003,V3036,INR,4151.74,2026-03-07,,Active
PR4708,P2015,V3248,INR,5555.87,2026-06-16,,Active
PR4709,P2102,V3254,INR,3497.48,2026-01-07,,Active
PR4710,P2255,V3214,INR,4298.01,2026-08-04,,Active
PR4711,P2225,V3252,INR,419.77,2026-06-16,,Active
PR4712,P2210,V3070,INR,11780,2026-02-01,,Active
PR4713,P2023,V3234,INR,7525.74,2026-06-03,,Active
PR4714,P2235,V3329,INR,6045.91,2026-03-28,,Expired
PR4715,P2131,V3016,INR,4650.81,2026-07-25,,Expired
PR4716,P2158,V3174,INR,6507.04,2026-06-06,,Active
PR4717,P2173,V3187,INR,4607.76,2026-06-02,,Active
PR4718,P2017,V3294,INR,4366.9,2026-07-03,,Active
PR4719,P2370,V3225,INR,5607.56,2026-06-08,,Active
PR4720,P2442,V3274,INR,3366.1,2026-07-13,,Active
PR4721,P2314,V3012,INR,2222.1,2026-01-02,,Expired
PR4722,P2480,V3310,INR,6712.53,2026-08-03,,Active
PR4723,P2366,V3219,INR,10124.98,2026-06-24,,Expired
PR4724,P2185,V3001,INR,1897.48,2026-03-16,,Expired
PR4725,P2391,V3111,INR,465.36,2026-01-29,,Active
PR4726,P2423,V3277,INR,3018.23,2026-05-07,,Active
PR4727,P2334,V3129,INR,11758.17,2026-08-22,,Active
PR4728,P2442,V3093,INR,9957.94,2026-08-15,,Expired
PR4729,P2184,V3039,INR,7180.7,2026-02-18,,Active
PR4730,P2143,V3316,INR,11156.29,2026-07-20,,Expired
PR4731,P2044,V3159,INR,5384.95,2026-02-01,,Expired
PR4732,P2012,V3186,INR,11800.62,2026-06-07,,Active
PR4733,P2008,V3256,INR,3608.4,2026-01-15,,Active
PR4734,P2080,V3239,INR,2940.65,2026-03-03,,Active
PR4735,P2297,V3104,INR,7683.72,2026-03-19,,Active
PR4736,P2162,V3029,INR,4584.49,2026-01-17,,Active
PR4737,P2302,V3089,INR,7544.41,2026-01-22,,Active
PR4738,P2216,V3051,INR,3712.07,2026-06-07,,Expired
PR4739,P2248,V3147,INR,7443.68,2026-03-22,,Active
PR4740,P2029,V3314,INR,3363.27,2026-05-24,,Expired
PR4741,P2272,V3036,INR,682.84,2026-06-29,,Active
PR4742,P2133,V3284,INR,10952.22,2026-01-08,,Active
PR4743,P2005,V3101,INR,10607.22,2026-07-11,,Active
PR4744,P2244,V3107,INR,11651.77,2026-06-16,,Expired
PR4745,P2030,V3345,INR,8619.59,2026-01-31,,Active
PR4746,P2117,V3291,INR,8216.45,2026-01-12,,Active
PR4747,P2178,V3349,INR,6741.11,2026-02-02,,Active
PR4748,P2498,V3105,INR,1576.86,2026-07-05,,Active
PR4749,P2261,V3221,INR,2331.63,2026-01-12,,Expired
PR4750,P2235,V3076,INR,3526.93,2026-01-25,,Expired
PR4751,P2141,V3227,INR,10690.11,2026-06-15,,Expired
PR4752,P2483,V3084,INR,2137.66,2026-02-17,,Active
PR4753,P9999,V3076,INR,11080.26,2026-07-29,,Active
PR4754,P2345,V3249,INR,6309.22,2026-03-24,,Active
PR4755,P2050,V3255,INR,8608.17,2026-02-24,,Active
PR4756,P2270,V3050,INR,1389.67,2026-05-11,,Expired
PR4757,P2108,V3210,INR,3283.23,2026-05-05,,Active
PR4758,P2046,V3158,INR,11505.33,2026-08-15,,Active
PR4759,P2474,V3328,INR,3248.84,2026-03-10,,Expired
PR4760,P2082,V3233,INR,-3611.02,2026-06-12,,Active
PR4761,P2126,V3077,INR,2431.35,2026-02-20,,Active
PR4762,P2084,V3223,INR,1614.2,2026-01-27,,Expired
PR4763,P2290,V3121,INR,2856.6,2026-06-14,,Expired
PR4764,P2071,V3310,INR,7734.75,2026-08-26,,Active
PR4765,P2175,V3327,INR,5505.26,2026-08-01,,Active
PR4766,P2316,V3341,INR,6678.54,2026-05-24,,Active
PR4767,P2330,V3107,INR,1534.2,2026-08-08,,Active
PR4768,P2463,V3241,INR,9640.24,2026-01-25,,Active
PR4769,P2337,V3028,INR,9425.33,2026-02-02,,Expired
PR4770,P2395,V3192,INR,332.46,2026-03-03,,Expired
PR4771,P2354,V3249,INR,4648.42,2026-05-25,,Active
PR4772,P2091,V3213,INR,895.09,2026-06-20,,Active
PR4773,P2469,V3021,INR,9520.86,2026-01-30,,Active
PR4774,P2351,V3155,INR,8866.94,2026-02-10,,Expired
PR4775,P2434,V3027,INR,10831.21,2026-04-27,,Active
PR4776,P2249,V3077,INR,2894.12,2026-01-04,,Active
PR4777,P2132,V3306,INR,5516.33,2026-03-07,,Active
PR4778,P2169,V3057,INR,2275.02,2026-03-01,,Active
PR4779,P2443,V3119,INR,4501.98,2026-05-17,,Active
PR4780,P2060,V3165,INR,6302.75,2026-01-31,,Active
PR4781,P2369,V3064,INR,710.97,2026-03-30,,Active
PR4782,P2337,V3048,INR,8599.83,2026-08-17,,Active
PR4783,P2241,V9999,INR,6553.77,2026-04-10,,Active
PR4784,P2190,V3158,INR,9960.34,2026-04-29,,Active
PR4785,P2496,V3156,INR,3315.98,2026-03-10,,Active
PR4786,P2340,V3151,INR,10847.1,2026-06-01,,Expired
PR4787,P2281,V3225,INR,11984.43,2026-01-24,,Expired
PR4788,P2232,V3260,INR,11037.63,2026-08-09,,Active
PR4789,P2471,V3256,INR,9351.37,2026-06-22,,Active
PR4790,P2463,V3061,INR,-9762.5,2026-08-11,,Active
PR4791,P2289,V3260,INR,6916.9,2026-06-14,,Expired
PR4792,P2275,V3321,INR,2342.58,2026-07-05,,Active
PR4793,P2313,V3162,INR,8148.71,2026-07-30,,Active
PR4794,P2015,V3349,INR,8574.58,2026-01-23,,Active
PR4795,P2041,V3031,INR,11825.72,2026-06-12,,Active
PR4796,P2453,V3071,INR,6530.02,2026-03-04,,Expired
PR4797,P2208,V3002,INR,3311.08,2026-04-28,,Expired
PR4798,P2060,V3050,INR,8227.79,2026-04-24,,Active
PR4799,P2365,V3135,INR,11754.06,2026-01-06,,Active
PR4800,P2240,V3146,INR,2188.28,2026-01-06,,Active
PR4801,P2096,V3179,INR,3962.53,2026-08-17,,Active
PR4802,P2278,V3264,INR,6536.93,2026-01-30,,Active
PR4803,P2427,V3311,INR,2104.81,2026-01-01,,Active
PR4804,P2160,V3204,INR,339.98,2026-03-04,,Active
PR4805,P2397,V3299,INR,4093.52,2026-05-16,,Active
PR4806,P2422,V3187,INR,10394.55,2026-01-28,,Active
PR4807,P2282,V3030,INR,593.36,2026-03-30,,Active
PR4808,P2500,V3059,INR,5189.98,2026-06-10,,Active
PR4809,P2209,V3009,INR,9164.24,2026-02-22,,Active
PR4810,P2133,V3324,INR,11441.7,2026-02-07,,Active
PR4811,P2381,V3167,INR,11826.79,2026-02-21,,Expired
PR4812,P2433,V3337,INR,5106.98,2026-03-19,,Active
PR4813,P2097,V3279,INR,11408.33,2026-05-19,,Active
PR4814,P2219,V3191,INR,497.37,2026-05-10,,Active
PR4815,P2389,V3242,INR,8970.06,2026-02-22,,Active
PR4816,P2485,V3278,INR,7739.75,2026-04-04,,Active
PR4817,P2071,V3154,INR,3050.55,2026-04-04,,Active
PR4818,P2432,V3160,INR,6124.77,2026-07-15,,Active
PR4819,P2274,V3265,INR,1619.93,2026-07-24,,Expired
PR4820,P2351,V3235,INR,10468.8,2026-01-07,,Active
PR4821,P2134,V3346,INR,4342.93,2026-08-18,,Active
PR4822,P2066,V3199,INR,7540.58,2026-03-08,,Active
PR4823,P2127,V3033,INR,1968.41,2026-05-17,,Active
PR4824,P2205,V3089,INR,2533.52,2026-07-25,,Active
PR4825,P2298,V3095,INR,11904.08,2026-04-26,,Expired
PR4826,P2117,V3221,INR,9055.56,2026-07-10,,Active
PR4827,P2436,V3069,INR,11546.51,2026-05-19,,Expired
PR4828,P2267,V3294,INR,3603.03,2026-02-06,,Active
PR4829,P2282,V3237,INR,2037.41,2026-05-22,,Active
PR4830,P2149,V3160,INR,6074.09,2026-05-27,,Active
PR4831,P2194,V3320,INR,5973.92,2026-01-08,,Active
PR4832,P2168,V3328,INR,2161.24,2026-05-15,,Expired
PR4833,P2312,V3276,INR,8818.64,2026-02-28,,Active
PR4834,P2374,V3290,INR,4389.2,2026-05-03,,Active
PR4835,P2179,V3042,INR,2297.41,2026-07-10,,Active
PR4836,P2148,V3066,INR,4033.9,2026-01-07,,Active
PR4837,P2465,V3021,INR,6796.63,2026-04-30,,Active
PR4838,P2464,V3335,INR,8738.17,2026-07-02,,Active
PR4839,P2057,V3070,INR,5821.55,2026-01-03,,Active
PR4840,P2490,V3261,INR,6342.72,2026-03-08,,Active
PR4841,P2005,V3246,INR,1731.93,2026-01-18,,Active
PR4842,P2014,V3323,INR,10982.69,2026-02-14,,Active
PR4843,P2280,V3235,INR,11150.04,2026-04-07,,Active
PR4844,P2499,V3272,INR,8224.86,2026-08-17,,Active
PR4845,P2324,V3099,INR,285.25,2026-04-02,,Expired
PR4846,P2436,V3329,INR,6479.61,2026-06-13,,Expired
PR4847,P2304,V3035,INR,7578.44,2026-05-24,,Active
PR4848,P2216,V3339,INR,11936.25,2026-03-20,,Active
PR4849,P2175,V3171,INR,11953.1,2026-06-06,,Active
PR4850,P2316,V3110,INR,10302.01,2026-02-28,,Active
PR4851,P2457,V3295,INR,836.18,2026-05-26,,Active
PR4852,P2003,V3010,INR,11442.82,2026-06-26,,Expired
PR4853,P9999,V3202,INR,7380.99,2026-08-26,,Active
PR4854,P2137,V3257,INR,9625.57,2026-06-23,,Active
PR4855,P2466,V3262,INR,4930.77,2026-03-24,,Active
PR4856,P2100,V3181,INR,3887.06,2026-06-06,,Active
PR4857,P2083,V3066,INR,5599.19,2026-07-17,,Active
PR4858,P2280,V3294,INR,1826.48,2026-04-19,,Active
PR4859,P2132,V3161,INR,4333.01,2026-06-27,,Expired
PR4860,P2393,V3067,INR,10302.09,2026-08-27,,Active
PR4861,P2481,V3100,INR,527.56,2026-02-24,,Active
PR4862,P2001,V3077,INR,1874.22,2026-06-04,,Active
PR4863,P2116,V3035,INR,1567.01,2026-05-15,,Expired
PR4864,P2499,V3045,INR,4881.68,2026-04-01,,Active
