Vendor_ID,Vendor_Name,Email,Phone,City,State,Country,Vendor_Type,Status
V3268,Apex Industries 268,vendor268@supplier.com,9779936937,Vijayawada,Tamil Nadu,India,Manufacturer,Active
V3269,Global Industries 269,vendor269@supplier.com,8604035324,Vijayawada,Delhi,India,Wholesaler,Inactive
V3270,Prime Solutions 270,vendor270@supplier.com,7906106201,Chennai,Delhi,India,Service,Active
V3271,Global Industries 271,vendor271@supplier.com,9164358603,Chennai,Uttar Pradesh,India,Manufacturer,Active
V3272,National Solutions 272,vendor272@supplier.com,9104716584,Noida,Tamil Nadu,India,Wholesaler,Active
V3273,Global Solutions 273,vendor273@supplier.com,9922960814,Pune,Andhra Pradesh,India,Service,Active
V3274,National Supplies 274,vendor274@supplier.com,8847817357,Delhi,Andhra Pradesh,India,Manufacturer,Inactive
V3275,Metro Supplies 275,vendor275@supplier.com,8062865792,Kolkata,West Bengal,India,Distributor,Inactive
V3276,Apex Solutions 276,vendor276@supplier.com,8748000528,Ahmedabad,Andhra Pradesh,India,Manufacturer,Active
V3277,United Solutions 277,vendor277@supplier.com,9579011296,Bengaluru,Tamil Nadu,India,Manufacturer,Inactive
V3278,Prime Traders 278,vendor278@supplier.com,8851588278,Bengaluru,Delhi,India,Manufacturer,Active
V3279,Apex Distributors 279,vendor279@supplier.com,8106292444,Delhi,West Bengal,India,Distributor,Inactive
V3280,Prime Supplies 280,vendor280@supplier.com,8432186997,Chennai,Telangana,India,Wholesaler,Active
V3281,Reliable Industries 281,vendor281@supplier.com,9926621036,Hyderabad,Tamil Nadu,India,Wholesaler,Active
V3282,Reliable Distributors 282,vendor282@supplier.com,8896308382,Bengaluru,Karnataka,India,Distributor,Active
V3283,Reliable Supplies 283,vendor283@supplier.com,8353815997,Noida,Andhra Pradesh,India,Manufacturer,Active
V3284,United Traders 284,vendor284@supplier.com,9272854151,Pune,Delhi,India,Manufacturer,Active
V3285,Global Distributors 285,vendor285@supplier.com,8930011724,Bengaluru,Gujarat,India,Manufacturer,Active
V3286,Apex Supplies 286,vendor286@supplier.com,8418487631,Vijayawada,Andhra Pradesh,India,Wholesaler,Active
V3287,Apex Solutions 287,vendor287@supplier.com,9118258625,Pune,Karnataka,India,Wholesaler,Active
V3288,Metro Distributors 288,vendor288@supplier.com,7539941420,Pune,Delhi,India,Distributor,Active
V3289,Reliable Traders 289,vendor289@supplier.com,8282428945,Bengaluru,Uttar Pradesh,India,Service,Active
V3290,National Distributors 290,vendor290@supplier.com,9041657186,Hyderabad,Andhra Pradesh,India,Distributor,Active
V3291,Global Supplies 291,vendor291@supplier.com,7682749868,Hyderabad,West Bengal,India,Wholesaler,Active
V3292,Global Solutions 292,vendor292@supplier.com,7203366604,Chennai,Maharashtra,India,Manufacturer,Active
V3293,Metro Distributors 293,vendor293@supplier.com,8622036978,Delhi,Tamil Nadu,India,Manufacturer,Inactive
V3294,Global Traders 294,vendor294@supplier.com,7841722179,Noida,Karnataka,India,Manufacturer,Active
V3295,Reliable Traders 295,vendor295@supplier.com,9499428913,Kolkata,Andhra Pradesh,India,Manufacturer,Active
V3296,Metro Distributors 296,vendor296@supplier.com,8661949208,Mumbai,Telangana,India,Service,Inactive
V3297,Apex Distributors 297,vendor297@supplier.com,8502547186,Kolkata,Gujarat,India,Distributor,Active
V3298,Reliable Supplies 298,vendor298@supplier.com,7726912888,Vijayawada,Delhi,India,Distributor,Active
V3299,National Solutions 299,vendor299@supplier.com,7466241699,Hyderabad,Karnataka,India,Wholesaler,Inactive
V3300,Metro Distributors 300,vendor300@supplier.com,9072201539,Chennai,Tamil Nadu,India,Distributor,Active
V3301,Global Industries 301,vendor301@supplier.com,8310645054,Vijayawada,Andhra Pradesh,India,Service,Inactive
V3302,National Distributors 302,vendor302@supplier.com,7364621497,Kolkata,Telangana,India,Service,Active
V3303,Prime Traders 303,vendor303@supplier.com,8403406543,Pune,Delhi,India,Service,Active
V3304,Prime Solutions 304,vendor304@supplier.com,8164882234,Delhi,Tamil Nadu,India,Manufacturer,Inactive
V3305,United Distributors 305,vendor305@supplier.com,8243576623,Pune,Delhi,India,Wholesaler,Active
V3306,Metro Distributors 306,vendor306@supplier.com,9249267438,Kolkata,Tamil Nadu,India,Service,Active
V3307,United Distributors 307,vendor307@supplier.com,9416355030,Bengaluru,Andhra Pradesh,India,Distributor,Inactive
V3308,Global Industries 308,vendor308@supplier.com,7339923747,Delhi,Maharashtra,India,Distributor,Active
V3309,Reliable Traders 309,vendor309@supplier.com,9403527903,Chennai,Maharashtra,India,Distributor,Inactive
V3310,Prime Supplies 310,vendor310@supplier.com,7505416791,Ahmedabad,West Bengal,India,Service,Active
V3311, metro solutions 311 ,vendor311@supplier.com,7713889304,Pune,Maharashtra,India,Service,Active
V3312,Metro Distributors 312,vendor312@supplier.com,7755303852,Bengaluru,Maharashtra,India,Distributor,Active
V3313,Prime Traders 313,vendor313@supplier.com,8207543003,Vijayawada,Andhra Pradesh,India,Service,Active
V3314,United Traders 314,vendor314@supplier.com,9239112838,Ahmedabad,Andhra Pradesh,India,Distributor,Active
V3315,Metro Supplies 315,,9207000555,Vijayawada,Andhra Pradesh,India,Manufacturer,Inactive
V3316,United Supplies 316,vendor316@supplier.com,8190484921,Hyderabad,Maharashtra,India,Service,Active
V3317,Metro Solutions 317,vendor317@supplier.com,7045385448,Ahmedabad,Telangana,India,Manufacturer,Inactive
V3318,Global Solutions 318,vendor318@supplier.com,7903157712,Delhi,Karnataka,India,Manufacturer,Active
V3319,Metro Solutions 319,vendor319@supplier.com,9892731457,Hyderabad,Maharashtra,India,Service,Active
V3320,Reliable Distributors 320,vendor320@supplier.com,7376909391,Delhi,Gujarat,India,Distributor,Active
V3321,United Solutions 321,vendor321@supplier.com,8819735462,Noida,Karnataka,India,Wholesaler,Active
V3322,National Traders 322,vendor322@supplier.com,7668838142,Bengaluru,Gujarat,India,Manufacturer,Active
V3323,National Distributors 323,vendor323@supplier.com,9194094204,Kolkata,Tamil Nadu,India,Service,Active
V3324,Apex Solutions 324,vendor324@supplier.com,7919622246,Vijayawada,West Bengal,India,Manufacturer,Inactive
V3325,Global Traders 325,vendor325@supplier.com,9369886654,Kolkata,West Bengal,India,Distributor,Active
V3326,National Traders 326,vendor326@supplier.com,7196854146,Ahmedabad,West Bengal,India,Service,Active
V3327,National Solutions 327,vendor327@supplier.com,7873098516,Pune,Uttar Pradesh,India,Wholesaler,Active
V3328,Apex Traders 328,vendor328@supplier.com,7315442557,Pune,Maharashtra,India,Service,Active
V3329,National Distributors 329,vendor329@supplier.com,9407137403,Vijayawada,Telangana,India,Manufacturer,Active
V3330,United Solutions 330,vendor330@supplier.com,8219415965,Hyderabad,Tamil Nadu,India,Service,Active
V3331,Apex Distributors 331,vendor331@supplier.com,8385676042,Vijayawada,Andhra Pradesh,India,Service,Active
V3332,Metro Industries 332,vendor332@supplier.com,8043666709,Noida,Maharashtra,India,Manufacturer,Active
V3333,Reliable Supplies 333,vendor333@supplier.com,8067511164,Noida,Gujarat,India,Wholesaler,Active
V3334,Reliable Distributors 334,vendor334@supplier.com,8626531416,Kolkata,Gujarat,India,Distributor,Inactive
V3335,Global Supplies 335,vendor335@supplier.com,9417771223,Ahmedabad,Karnataka,India,Service,Inactive
V3336,United Solutions 336,,8512156972,Noida,Andhra Pradesh,India,Wholesaler,Active
V3337,Prime Solutions 337,vendor337@supplier.com,7868507171,Bengaluru,Uttar Pradesh,India,Distributor,Active
V3338,Metro Distributors 338,vendor338@supplier.com,9603028054,Hyderabad,Gujarat,India,Manufacturer,Active
V3339,National Supplies 339,vendor339@supplier.com,9331952245,Hyderabad,West Bengal,India,Wholesaler,Active
V3340,Metro Solutions 340,vendor340@supplier.com,7382839111,Noida,Karnataka,India,Wholesaler,Inactive
V3341,Reliable Solutions 341,vendor341@supplier.com,9735460287,Mumbai,Maharashtra,India,Service,Active
V3342,National Solutions 342,vendor342@supplier.com,7041171637,Pune,Delhi,India,Manufacturer,Active
V3343,Reliable Industries 343,vendor343@supplier.com,9241231939,Mumbai,Karnataka,India,Service,Active
V3344,National Distributors 344,vendor344@supplier.com,7073416113,Ahmedabad,Karnataka,India,Manufacturer,Inactive
V3345,National Traders 345,vendor345@supplier.com,8864343910,Ahmedabad,Gujarat,India,Distributor,Active
V3346,Metro Distributors 346,vendor346@supplier.com,8750383594,Delhi,Maharashtra,India,Service,Active
V3347,Reliable Industries 347,vendor347@supplier.com,7824528542,Ahmedabad,Andhra Pradesh,India,Manufacturer,Active
V3348,Metro Supplies 348,vendor348@supplier.com,7979585820,Delhi,Maharashtra,India,Manufacturer,Active
V3349,United Solutions 349,vendor349@supplier.com,9096886202,Hyderabad,West Bengal,India,Wholesaler,Active
V3350,National Industries 350,vendor350@supplier.com,7675760291,Bengaluru,Maharashtra,India,Service,Active
V3351,Prime Traders 313,vendor313@supplier.com,8207543003,Vijayawada,Andhra Pradesh,India,Service,Active
V3352,Metro Distributors 142,vendor142@supplier.com,9971730937,Noida,Andhra Pradesh,India,Wholesaler,Active
V3353,Prime Industries 261,vendor261@supplier.com,7973919248,Delhi,Uttar Pradesh,India,Service,Active
V3354,Prime Solutions 175,,9382382915,Chennai,West Bengal,India,Wholesaler,Active
V3355,Metro Industries 197,vendor197@supplier.com,7114646271,Noida,Delhi,India,Wholesaler,Active
V3356,National Traders 36,vendor36@supplier.com,7850745952,Vijayawada,Andhra Pradesh,India,Wholesaler,Inactive
V3357,United Supplies 12,vendor12@supplier.com,9740100569,Mumbai,Delhi,India,Wholesaler,Active
V3358,National Traders 322,vendor322@supplier.com,7668838142,Bengaluru,Gujarat,India,Manufacturer,Active
V3359,Global Industries 113,vendor113@supplier.com,9012235329,Pune,Tamil Nadu,India,Wholesaler,Active
V3360,United Solutions 106,,7038280105,Delhi,Karnataka,India,Manufacturer,Active
