Product_ID,Product_Name,Category,Brand,Unit_of_Measure,Status,Standard_Cost
P2376,Prime Furniture Item 475,Personal Care,Nova,EA,Active,2541.19
P2377,Vertex Electronics Item 476,Electronics,Nova,KG,Inactive,4634.76
P2378,Zenith Office Item 477,Electronics,Apex,EA,Active,4084.29
P2379,Orion Office Item 478,Furniture,Vertex,BOX,Active,1649.79
P2380,Urban Home Item 479,personal care,Zenith,BOX,Inactive,4912.21
P2381,Orion Personal Item 480,Home Appliances,Nova,KG,Active,3557.67
P2382,Orion Personal Item 481,Groceries,Orion,EA,Active,359.12
P2383,Apex Personal Item 482,Groceries,Prime,EA,Active,224.05
P2384,Prime Electronics Item 483,Office Supplies,Urban,BOX,Inactive,883.62
P2385,Prime Groceries Item 484,Furniture,Zenith,EA,Active,3652.89
P2386,Prime Furniture Item 485,Personal Care,Apex,BOX,Active,959.51
P2387,Apex Groceries Item 486,Home Appliances,Zenith,EA,Active,2581.86
P2388,Vertex Groceries Item 487,Furniture,Vertex,EA,Inactive,511.64
P2389,Urban Electronics Item 488,Electronics,Apex,BOX,Inactive,4608.39
P2390,Zenith Furniture Item 489,Office Supplies,Prime,KG,Active,1752.61
P2391,Urban Home Item 490,Personal Care,Orion,EA,Active,4545.25
P2392,Urban Electronics Item 491,Groceries,Nova,EA,Active,4727.13
P2393,Urban Office Item 492,Home Appliances,Zenith,EA,Active,80.34
P2394,Apex Groceries Item 493,Electronics,Apex,EA,Active,2347.47
P2395,Apex Home Item 494,furniture,Prime,EA,Active,172.05
P2396,Prime Personal Item 495,Office Supplies,Nova,EA,Inactive,4548.03
P2397,Urban Furniture Item 496,Furniture,Urban,EA,Inactive,2616.12
P2398,Vertex Personal Item 497,Groceries,Prime,KG,Active,420.97
P2399,Nova Groceries Item 498,Furniture,Orion,KG,Active,595.87
P2400,Orion Electronics Item 499,Home Appliances,Nova,EA,Active,1948.37
P2401,Prime Personal Item 500,Electronics,Nova,BOX,Active,4704.16
P2402,Urban Groceries Item 501,Personal Care,Urban,BOX,Active,3479.9
P2403,Apex Furniture Item 502,Home Appliances,Nova,EA,Active,4344.71
P2404,Urban Groceries Item 503,Groceries,Apex,BOX,Active,1863.96
P2405, apex groceries item 504 ,Office Supplies,Nova,EA,Active,263.91
P2406,Urban Electronics Item 505,Groceries,Prime,KG,Active,4872.87
P2407,Apex Home Item 506,Groceries,Apex,EA,Inactive,135.01
P2408,Vertex Office Item 507,Furniture,Nova,EA,Active,4740.88
P2409,Urban Office Item 508,Office Supplies,Prime,BOX,Inactive,1874.95
P2410,Zenith Electronics Item 509,Home Appliances,Prime,BOX,Active,99.95
P2411, prime groceries item 510 ,Groceries,Zenith,KG,Inactive,3461.33
P2412,Urban Office Item 511,Home Appliances,Prime,BOX,Inactive,4903.67
P2413,Zenith Furniture Item 512,Personal Care,Urban,EA,Active,4829.85
P2414,Zenith Home Item 513,Furniture,Vertex,EA,Active,846.64
P2415,Urban Home Item 514,Home Appliances,Orion,EA,Active,947.18
P2416,Prime Office Item 515,Office Supplies,Nova,EA,Active,2849.42
P2417,Zenith Personal Item 516,Groceries,Urban,EA,Active,3204.66
P2418,Vertex Electronics Item 517,Personal Care,Nova,EA,Inactive,3710.12
P2419,Vertex Home Item 518,Office Supplies,Nova,EA,Active,946.2
P2420,Vertex Personal Item 519,Furniture,Prime,EA,Active,4797.09
P2421,Urban Groceries Item 520,Personal Care,Prime,EA,Active,3211.76
P2422,Orion Electronics Item 521,Personal Care,Nova,KG,Active,4242.88
P2423,Zenith Office Item 522,Personal Care,Vertex,BOX,Active,2723.33
P2424,Vertex Personal Item 523,Groceries,Apex,EA,Active,2100.67
P2425,Prime Office Item 524,Electronics,Apex,EA,Active,4887.06
P2426,Apex Home Item 525,Personal Care,Orion,EA,Active,2931.5
P2427,Urban Personal Item 526,Office Supplies,Zenith,EA,Active,4341.02
P2428,Urban Personal Item 527,Office Supplies,Urban,EA,Active,4768.8
P2429,Orion Electronics Item 528,Furniture,Orion,EA,Active,3393.01
P2430, nova personal item 529 ,Home Appliances,Nova,EA,Active,2767.25
P2431,Apex Groceries Item 530,Home Appliances,Urban,BOX,Active,67.38
P2432,Urban Furniture Item 531,Electronics,Nova,BOX,Active,248.1
P2433,Nova Personal Item 532,Groceries,Nova,BOX,Active,1044.21
P2434,Apex Home Item 533,Groceries,Zenith,BOX,Active,970.74
P2435,Apex Groceries Item 534,Personal Care,Prime,BOX,Active,1311.06
P2436,Prime Groceries Item 535,Electronics,Zenith,EA,Active,1559.43
P2437,Apex Personal Item 536,Furniture,Orion,EA,Active,1832.32
P2438,Orion Groceries Item 537,Furniture,Prime,EA,Active,2131.66
P2439,Zenith Home Item 538,Home Appliances,Prime,EA,Inactive,539.39
P2440,Orion Electronics Item 539,Furniture,Orion,EA,Active,259.69
P2441,Nova Personal Item 540,Personal Care,Prime,EA,Inactive,3386.03
P2442,Orion Personal Item 541,Office Supplies,Urban,EA,Active,2709.81
P2443,Orion Furniture Item 542,Furniture,Apex,KG,Active,2248.51
P2444,Urban Personal Item 543,Electronics,Orion,KG,Active,3190.48
P2445,Urban Furniture Item 544,Personal Care,Orion,EA,Active,4147.01
P2446,Vertex Home Item 545,Furniture,Apex,EA,Active,2167.08
P2447,Orion Groceries Item 546,Groceries,Zenith,EA,Active,3223.54
P2448,Orion Groceries Item 547,Furniture,Zenith,EA,Active,4770.18
P2449,Zenith Electronics Item 548,Groceries,Zenith,EA,Active,4206.14
P2450,Prime Furniture Item 549,Personal Care,Prime,EA,Active,2158.7
P2451,Prime Furniture Item 550,Furniture,Apex,EA,Active,3241.35
P2452,Zenith Personal Item 551,Groceries,Urban,EA,Active,926.5
P2453,Vertex Furniture Item 552,Office Supplies,Orion,EA,Active,-2824.58
P2454,Zenith Personal Item 553,Home Appliances,Orion,BOX,Inactive,4907.58
P2455,Orion Groceries Item 554,Personal Care,Orion,KG,Inactive,2615.66
P2456,Vertex Groceries Item 555,Groceries,Prime,EA,Inactive,4641.81
P2457,Vertex Electronics Item 556,Electronics,Prime,EA,Active,2066.31
P2458,Orion Electronics Item 557,Furniture,Vertex,BOX,Inactive,4994.28
P2459,Zenith Electronics Item 558,Groceries,Urban,EA,Active,2917.14
P2460,Urban Groceries Item 559,Groceries,Zenith,EA,Active,259.23
P2461,Zenith Electronics Item 560,Groceries,Vertex,BOX,Active,2954.44
P2462,Nova Furniture Item 561,Home Appliances,Vertex,EA,Active,1409.13
P2463,Nova Personal Item 562,Electronics,Prime,BOX,Active,210.78
P2464,Vertex Furniture Item 563,Electronics,Zenith,KG,Active,4113.22
P2465,Nova Furniture Item 564,Office Supplies,Zenith,KG,Active,1414.86
P2466,Prime Furniture Item 565,Home Appliances,Orion,EA,Inactive,3992.92
P2467,Urban Groceries Item 566,Groceries,Prime,EA,Active,1476.68
P2468,Urban Office Item 567,Personal Care,Zenith,KG,Active,1011.92
P2469,Urban Office Item 568,Home Appliances,Vertex,KG,Active,4870.98
P2470,Orion Personal Item 569,Home Appliances,Apex,EA,Active,1840.14
P2471,Vertex Personal Item 570,Electronics,Apex,KG,Active,3026.81
P2472,Vertex Groceries Item 571,Office Supplies,Prime,EA,Inactive,3069.41
P2473,Urban Personal Item 572,Office Supplies,Orion,KG,Active,2824.34
P2474,Apex Office Item 573,Home Appliances,Orion,EA,Active,4577.74
P2475,Urban Furniture Item 574,Home Appliances,Zenith,EA,Inactive,3388.48
P2476,Zenith Personal Item 575,furniture,Urban,KG,Inactive,2048.48
P2477,Urban Furniture Item 576,Groceries,Prime,EA,Inactive,4318.78
P2478,Urban Office Item 577,Electronics,Urban,BOX,Active,946.26
P2479,Orion Groceries Item 578,Groceries,Apex,EA,Active,2743.97
P2480,Apex Groceries Item 579,Personal Care,Vertex,EA,Active,4755.22
P2481, apex furniture item 580 ,personal care,Zenith,KG,Inactive,3145.72
P2482,Vertex Office Item 581,Office Supplies,Vertex,KG,Active,4093.99
P2483,Vertex Personal Item 582,Electronics,Urban,EA,Inactive,3285.13
P2484,Apex Home Item 583,Groceries,Zenith,BOX,Active,4204.89
P2485,Urban Office Item 584,Office Supplies,Nova,EA,Inactive,4725.22
P2486,Apex Home Item 585,Personal Care,Vertex,BOX,Active,1400.96
P2487,Urban Office Item 586,Home Appliances,Prime,EA,Inactive,889.82
P2488,Vertex Furniture Item 587,Electronics,Vertex,EA,Active,2445.75
P2489,Vertex Personal Item 588,Electronics,Vertex,BOX,Active,3524.22
P2490,Zenith Home Item 589,Groceries,Zenith,EA,Active,1174.6
P2491,Zenith Furniture Item 590,Furniture,Apex,EA,Inactive,70.3
P2492,Apex Personal Item 591,Groceries,Urban,EA,Active,1747.53
P2493,Urban Electronics Item 592,Home Appliances,Nova,KG,Active,4845.85
P2494,Nova Electronics Item 593,Home Appliances,Vertex,EA,Active,3490.09
P2495,Urban Electronics Item 594,Office Supplies,Urban,KG,Active,2036.56
P2496,Vertex Electronics Item 595,Electronics,Urban,EA,Active,1003.25
P2497,Apex Office Item 596,Office Supplies,Apex,EA,Active,1812.64
P2498,Vertex Office Item 597,Home Appliances,Orion,EA,Active,890.71
P2499,Apex Home Item 598,Furniture,Nova,EA,Active,576.21
P2500,Orion Groceries Item 599,Electronics,Nova,EA,Active,4538.37
P2501, vertex personal item 216 ,Home Appliances,Nova,EA,Active,879.69
P2502,Vertex Office Item 259,Office Supplies,Zenith,EA,Active,3300.45
P2503,Prime Home Item 302,Office Supplies,Urban,KG,Active,2431.2
P2504,Apex Home Item 194,Home Appliances,Zenith,EA,Active,2164.65
P2505,Apex Office Item 374,Personal Care,Prime,EA,Inactive,3342.76
P2506,Vertex Office Item 255,Office Supplies,Prime,EA,Inactive,190.01
P2507,Apex Electronics Item 345,Home Appliances,Prime,EA,Active,4277.3
P2508,Vertex Personal Item 171,Electronics,Nova,BOX,Active,4187.82
P2509,Urban Furniture Item 574,Home Appliances,Zenith,EA,Inactive,3388.48
P2510,Vertex Electronics Item 461,Furniture,Urban,EA,Inactive,4867.64
P2511,Zenith Electronics Item 232,Home Appliances,Prime,EA,Active,4151.27
P2512,Orion Home Item 414,Furniture,Urban,EA,Inactive,4456.02
